,date,team,opponent,game_time,attendance,night_game,home
46,"Wednesday, May 24 2017",CIN,CLE,3:07,"19,426",1,0
47,"Friday, May 26 2017",CIN,PHI,2:34,"21,388",1,0
48,"Saturday, May 27 2017",CIN,PHI,2:47,"30,100",0,0
49,"Sunday, May 28 2017",CIN,PHI,2:50,"25,413",0,0
50,"Monday, May 29 2017",CIN,TOR,3:06,"29,844",1,0
51,"Tuesday, May 30 2017",CIN,TOR,2:53,"32,747",1,0
52,"Wednesday, May 31 2017",CIN,TOR,2:53,"44,058",0,0
54,"Friday, Jun 2 2017",CIN,ATL,3:03,"27,300",1,1
55,"Saturday, Jun 3 2017",CIN,ATL,4:20,"26,485",0,1
56,"Sunday, Jun 4 2017",CIN,ATL,3:23,"26,227",0,1
57,"Monday, Jun 5 2017",CIN,STL,2:35,"16,325",1,1
58,"Tuesday, Jun 6 2017",CIN,STL,2:47,"18,620",1,1
59,"Wednesday, Jun 7 2017",CIN,STL,2:45,"20,891",1,1
60,"Thursday, Jun 8 2017",CIN,STL,2:21,"28,917",0,1
61,"Friday, Jun 9 2017",CIN,LAD,3:02,"44,036",1,0
62,"Saturday, Jun 10 2017",CIN,LAD,3:04,"43,439",1,0
63,"Sunday, Jun 11 2017",CIN,LAD,2:58,"42,674",0,0
64,"Monday, Jun 12 2017",CIN,SDP,2:39,"17,006",1,0
65,"Tuesday, Jun 13 2017",CIN,SDP,2:35,"20,463",1,0
66,"Wednesday, Jun 14 2017",CIN,SDP,2:26,"20,386",0,0
67,"Friday, Jun 16 2017",CIN,LAD,2:45,"35,613",1,1
68,"Saturday, Jun 17 2017",CIN,LAD,3:28,"42,431",0,1
69,"Sunday, Jun 18 2017",CIN,LAD,3:20,"27,316",0,1
70,"Monday, Jun 19 2017",CIN,TBR,3:08,"17,117",1,0
71,"Tuesday, Jun 20 2017",CIN,TBR,3:20,"13,375",1,0
72,"Wednesday, Jun 21 2017",CIN,TBR,3:16,"19,619",0,0
73,"Friday, Jun 23 2017",CIN,WSN,3:51,"36,347",1,0
74,"Saturday, Jun 24 2017",CIN,WSN,3:22,"40,139",0,0
75,"Sunday, Jun 25 2017",CIN,WSN,3:07,"35,387",0,0
76,"Monday, Jun 26 2017",CIN,STL,2:49,"46,535",0,0
77,"Tuesday, Jun 27 2017",CIN,MIL,2:55,"18,577",1,1
78,"Wednesday, Jun 28 2017",CIN,MIL,2:56,"21,842",1,1
79,"Thursday, Jun 29 2017",CIN,MIL,3:15,"20,419",1,1
80,"Friday, Jun 30 2017",CIN,CHC,2:37,"39,501",1,1
82,"Saturday, Jul 1 2017",CIN,CHC,3:02,"39,826",0,1
83,"Sunday, Jul 2 2017",CIN,CHC,3:08,"38,536",0,1
84,"Monday, Jul 3 2017",CIN,COL,2:48,"49,131",1,0
85,"Tuesday, Jul 4 2017",CIN,COL,2:58,"48,338",1,0
86,"Wednesday, Jul 5 2017",CIN,COL,3:24,"32,188",1,0
87,"Thursday, Jul 6 2017",CIN,COL,3:04,"27,328",0,0
88,"Friday, Jul 7 2017",CIN,ARI,2:57,"27,006",1,0
89,"Saturday, Jul 8 2017",CIN,ARI,3:00,"29,806",1,0
90,"Sunday, Jul 9 2017",CIN,ARI,2:53,"24,923",0,0
91,"Friday, Jul 14 2017",CIN,WSN,2:55,"28,916",1,1
92,"Saturday, Jul 15 2017",CIN,WSN,3:32,"36,462",1,1
93,"Sunday, Jul 16 2017",CIN,WSN,3:31,"25,712",0,1
94,"Monday, Jul 17 2017",CIN,WSN,2:58,"17,574",0,1
95,"Tuesday, Jul 18 2017",CIN,ARI,3:05,"19,989",1,1
96,"Wednesday, Jul 19 2017",CIN,ARI,3:59,"16,573",1,1
97,"Thursday, Jul 20 2017",CIN,ARI,2:47,"19,711",0,1
98,"Friday, Jul 21 2017",CIN,MIA,2:57,"21,851",1,1
99,"Saturday, Jul 22 2017",CIN,MIA,3:12,"24,099",1,1
100,"Sunday, Jul 23 2017",CIN,MIA,2:58,"20,526",0,1
101,"Monday, Jul 24 2017",CIN,CLE,2:26,"21,500",1,0
102,"Tuesday, Jul 25 2017",CIN,NYY,2:38,"44,268",1,0
103,"Wednesday, Jul 26 2017",CIN,NYY,2:52,"42,421",0,0
104,"Thursday, Jul 27 2017",CIN,MIA,3:18,"19,986",1,0
105,"Friday, Jul 28 2017",CIN,MIA,2:54,"17,440",1,0
106,"Saturday, Jul 29 2017",CIN,MIA,2:32,"20,297",1,0
107,"Sunday, Jul 30 2017",CIN,MIA,3:04,"19,747",0,0
109,"Tuesday, Aug 1 2017",CIN,PIT,3:00,"22,403",1,0
110,"Wednesday, Aug 2 2017",CIN,PIT,3:25,"22,367",1,0
111,"Thursday, Aug 3 2017",CIN,PIT,2:29,"25,955",1,0
112,"Friday, Aug 4 2017",CIN,STL,2:48,"36,443",1,1
113,"Saturday, Aug 5 2017",CIN,STL,3:01,"35,571",1,1
114,"Sunday, Aug 6 2017",CIN,STL,3:10,"25,168",0,1
115,"Monday, Aug 7 2017",CIN,SDP,3:06,"16,240",1,1
116,"Tuesday, Aug 8 2017",CIN,SDP,2:56,"13,683",1,1
117,"Wednesday, Aug 9 2017",CIN,SDP,2:59,"15,450",1,1
118,"Thursday, Aug 10 2017",CIN,SDP,2:57,"14,915",0,1
119,"Friday, Aug 11 2017",CIN,MIL,3:55,"34,517",1,0
120,"Saturday, Aug 12 2017",CIN,MIL,3:46,"38,256",1,0
121,"Sunday, Aug 13 2017",CIN,MIL,3:07,"43,248",0,0
122,"Monday, Aug 14 2017",CIN,CHC,3:45,"40,263",1,0
123,"Tuesday, Aug 15 2017",CIN,CHC,3:04,"36,698",1,0
124,"Wednesday, Aug 16 2017",CIN,CHC,3:35,"37,021",1,0
125,"Thursday, Aug 17 2017",CIN,CHC,3:45,"38,675",0,0
126,"Friday, Aug 18 2017",CIN,ATL,3:09,"31,174",1,0
127,"Saturday, Aug 19 2017",CIN,ATL,3:35,"39,317",1,0
128,"Sunday, Aug 20 2017",CIN,ATL,3:11,"25,758",0,0
129,"Tuesday, Aug 22 2017",CIN,CHC,4:04,"16,467",1,1
130,"Wednesday, Aug 23 2017",CIN,CHC,2:55,"15,355",1,1
131,"Thursday, Aug 24 2017",CIN,CHC,2:47,"18,191",1,1
132,"Friday, Aug 25 2017",CIN,PIT,3:35,"20,561",1,1
133,"Saturday, Aug 26 2017",CIN,PIT,2:28,"35,259",1,1
134,"Sunday, Aug 27 2017",CIN,PIT,3:18,"26,155",0,1
135,"Tuesday, Aug 29 2017",CIN,NYM,3:30,"12,946",1,1
136,"Wednesday, Aug 30 2017",CIN,NYM,2:27,"12,491",1,1
137,"Thursday, Aug 31 2017",CIN,NYM,2:42,"13,634",0,1
139,"Friday, Sep 1 2017",CIN,PIT,3:00,"23,569",1,0
140,"Saturday, Sep 2 2017",CIN,PIT,2:53,"23,529",1,0
141,"Sunday, Sep 3 2017",CIN,PIT,2:49,"24,474",0,0
142,"Monday, Sep 4 2017",CIN,MIL,3:03,"22,403",0,1
143,"Tuesday, Sep 5 2017",CIN,MIL,3:26,"12,135",1,1
144,"Wednesday, Sep 6 2017",CIN,MIL,2:44,"12,626",0,1
145,"Thursday, Sep 7 2017",CIN,NYM,2:38,"21,274",1,0
146,"Friday, Sep 8 2017",CIN,NYM,2:42,"25,864",1,0
147,"Saturday, Sep 9 2017",CIN,NYM,2:56,"30,661",1,0
148,"Sunday, Sep 10 2017",CIN,NYM,3:38,"27,590",0,0
149,"Tuesday, Sep 12 2017",CIN,STL,3:04,"40,030",1,0
150,"Wednesday, Sep 13 2017",CIN,STL,2:40,"40,124",1,0
151,"Thursday, Sep 14 2017",CIN,STL,2:50,"40,230",0,0
152,"Friday, Sep 15 2017",CIN,PIT,3:14,"17,625",1,1
153,"Saturday, Sep 16 2017",CIN,PIT,2:23,"25,685",0,1
154,"Sunday, Sep 17 2017",CIN,PIT,2:39,"22,228",0,1
155,"Tuesday, Sep 19 2017",CIN,STL,3:23,"17,165",1,1
156,"Wednesday, Sep 20 2017",CIN,STL,2:47,"12,903",1,1
157,"Thursday, Sep 21 2017",CIN,STL,3:12,"14,903",1,1
158,"Friday, Sep 22 2017",CIN,BOS,2:45,"23,463",1,1
159,"Saturday, Sep 23 2017",CIN,BOS,2:51,"36,076",0,1
160,"Sunday, Sep 24 2017",CIN,BOS,3:11,"25,545",0,1
161,"Tuesday, Sep 26 2017",CIN,MIL,3:19,"30,079",1,0
162,"Wednesday, Sep 27 2017",CIN,MIL,3:09,"34,882",1,0
163,"Thursday, Sep 28 2017",CIN,MIL,2:56,"30,293",0,0
164,"Friday, Sep 29 2017",CIN,CHC,2:56,"36,258",0,0
165,"Saturday, Sep 30 2017",CIN,CHC,3:04,"41,493",0,0
167,"Sunday, Oct 1 2017",CIN,CHC,2:30,"40,971",0,0
0,"Monday, Apr 3 2017",WSN,MIA,2:47,"42,744",0,1
1,"Wednesday, Apr 5 2017",WSN,MIA,3:06,"22,715",1,1
2,"Thursday, Apr 6 2017",WSN,MIA,3:26,"19,418",1,1
3,"Friday, Apr 7 2017",WSN,PHI,3:34,"45,121",0,0
4,"Saturday, Apr 8 2017",WSN,PHI,3:15,"37,241",1,0
5,"Sunday, Apr 9 2017",WSN,PHI,3:24,"36,917",0,0
6,"Monday, Apr 10 2017",WSN,STL,3:47,"27,413",1,1
7,"Tuesday, Apr 11 2017",WSN,STL,2:55,"30,663",1,1
8,"Wednesday, Apr 12 2017",WSN,STL,3:14,"31,647",0,1
9,"Friday, Apr 14 2017",WSN,PHI,3:18,"38,664",0,1
10,"Saturday, Apr 15 2017",WSN,PHI,2:39,"35,626",0,1
11,"Sunday, Apr 16 2017",WSN,PHI,3:11,"29,774",0,1
12,"Tuesday, Apr 18 2017",WSN,ATL,3:09,"21,834",1,0
13,"Wednesday, Apr 19 2017",WSN,ATL,3:32,"22,101",1,0
14,"Thursday, Apr 20 2017",WSN,ATL,2:41,"27,498",1,0
15,"Friday, Apr 21 2017",WSN,NYM,3:43,"34,773",1,0
16,"Saturday, Apr 22 2017",WSN,NYM,3:01,"42,145",0,0
17,"Sunday, Apr 23 2017",WSN,NYM,2:43,"27,044",1,0
18,"Monday, Apr 24 2017",WSN,COL,3:00,"23,019",1,0
19,"Tuesday, Apr 25 2017",WSN,COL,3:26,"21,340",1,0
20,"Wednesday, Apr 26 2017",WSN,COL,3:23,"22,461",1,0
21,"Thursday, Apr 27 2017",WSN,COL,3:25,"34,929",0,0
22,"Friday, Apr 28 2017",WSN,NYM,3:24,"34,562",1,1
23,"Saturday, Apr 29 2017",WSN,NYM,3:17,"36,501",0,1
24,"Sunday, Apr 30 2017",WSN,NYM,3:37,"36,806",0,1
26,"Tuesday, May 2 2017",WSN,ARI,3:48,"22,826",1,1
27,"Wednesday, May 3 2017",WSN,ARI,2:52,"23,816",1,1
28,"Thursday, May 4 2017",WSN,ARI,3:18,"29,496",0,1
29,"Friday, May 5 2017",WSN,PHI,3:20,"20,237",1,0
30,"Saturday, May 6 2017",WSN,PHI,3:01,"21,298",1,0
31,"Sunday, May 7 2017",WSN,PHI,3:51,"30,464",0,0
32,"Monday, May 8 2017",WSN,BAL,2:54,"23,525",1,0
33,"Tuesday, May 9 2017",WSN,BAL,3:53,"26,348",1,0
34,"Wednesday, May 10 2017",WSN,BAL,3:17,"32,984",1,1
35,"Saturday, May 13 2017",WSN,PHI,3:34,"31,473",1,1
36,"Sunday, May 14 (1) 2017",WSN,PHI,3:02,"31,738",0,1
37,"Sunday, May 14 (2) 2017",WSN,PHI,3:34,"30,137",1,1
38,"Tuesday, May 16 2017",WSN,PIT,3:30,"16,992",1,0
39,"Wednesday, May 17 2017",WSN,PIT,3:03,"18,803",1,0
40,"Thursday, May 18 2017",WSN,PIT,3:17,"27,728",0,0
41,"Friday, May 19 2017",WSN,ATL,3:32,"35,369",1,0
42,"Saturday, May 20 2017",WSN,ATL,3:20,"37,347",0,0
43,"Sunday, May 21 2017",WSN,ATL,2:50,"32,895",0,0
44,"Tuesday, May 23 2017",WSN,SEA,2:28,"29,650",1,1
45,"Wednesday, May 24 2017",WSN,SEA,2:28,"29,223",1,1
46,"Thursday, May 25 2017",WSN,SEA,3:18,"18,881",0,1
47,"Friday, May 26 2017",WSN,SDP,2:25,"28,606",1,1
48,"Saturday, May 27 2017",WSN,SDP,2:49,"37,357",0,1
49,"Sunday, May 28 2017",WSN,SDP,3:19,"30,243",0,1
50,"Monday, May 29 2017",WSN,SFG,3:03,"41,969",0,0
51,"Tuesday, May 30 2017",WSN,SFG,3:32,"41,266",1,0
52,"Wednesday, May 31 2017",WSN,SFG,2:45,"41,371",1,0
54,"Friday, Jun 2 2017",WSN,OAK,3:15,"20,813",1,0
55,"Saturday, Jun 3 2017",WSN,OAK,3:33,"23,921",0,0
56,"Sunday, Jun 4 2017",WSN,OAK,3:12,"21,265",0,0
57,"Monday, Jun 5 2017",WSN,LAD,3:05,"46,289",1,0
58,"Tuesday, Jun 6 2017",WSN,LAD,2:57,"44,250",1,0
59,"Wednesday, Jun 7 2017",WSN,LAD,2:45,"43,230",0,0
60,"Thursday, Jun 8 2017",WSN,BAL,2:56,"37,833",1,1
61,"Friday, Jun 9 2017",WSN,TEX,3:00,"38,332",1,1
62,"Saturday, Jun 10 2017",WSN,TEX,4:14,"32,157",0,1
63,"Sunday, Jun 11 2017",WSN,TEX,2:53,"32,027",0,1
64,"Monday, Jun 12 2017",WSN,ATL,3:49,"28,909",1,1
65,"Tuesday, Jun 13 2017",WSN,ATL,3:16,"31,762",1,1
66,"Wednesday, Jun 14 2017",WSN,ATL,3:17,"36,227",0,1
67,"Thursday, Jun 15 2017",WSN,NYM,2:52,"30,319",1,0
68,"Friday, Jun 16 2017",WSN,NYM,2:56,"37,919",1,0
69,"Saturday, Jun 17 2017",WSN,NYM,3:32,"38,059",0,0
70,"Sunday, Jun 18 2017",WSN,NYM,2:50,"40,459",0,0
71,"Monday, Jun 19 2017",WSN,MIA,3:31,"20,224",1,0
72,"Tuesday, Jun 20 2017",WSN,MIA,3:02,"20,868",1,0
73,"Wednesday, Jun 21 2017",WSN,MIA,2:39,"22,659",0,0
74,"Friday, Jun 23 2017",WSN,CIN,3:51,"36,347",1,1
75,"Saturday, Jun 24 2017",WSN,CIN,3:22,"40,139",0,1
76,"Sunday, Jun 25 2017",WSN,CIN,3:07,"35,387",0,1
77,"Monday, Jun 26 2017",WSN,CHC,3:54,"29,651",1,1
78,"Tuesday, Jun 27 2017",WSN,CHC,3:09,"31,202",1,1
79,"Wednesday, Jun 28 2017",WSN,CHC,2:50,"31,072",1,1
80,"Thursday, Jun 29 2017",WSN,CHC,3:12,"37,097",0,1
81,"Friday, Jun 30 2017",WSN,STL,2:54,"41,398",1,0
83,"Saturday, Jul 1 2017",WSN,STL,2:53,"43,614",1,0
84,"Sunday, Jul 2 2017",WSN,STL,2:57,"43,640",1,0
85,"Monday, Jul 3 2017",WSN,NYM,3:18,"41,681",1,1
86,"Tuesday, Jul 4 2017",WSN,NYM,3:17,"37,120",0,1
87,"Thursday, Jul 6 2017",WSN,ATL,3:10,"22,724",1,1
88,"Friday, Jul 7 2017",WSN,ATL,3:28,"32,664",1,1
89,"Saturday, Jul 8 2017",WSN,ATL,3:12,"38,439",0,1
90,"Sunday, Jul 9 2017",WSN,ATL,3:32,"35,030",0,1
91,"Friday, Jul 14 2017",WSN,CIN,2:55,"28,916",1,0
92,"Saturday, Jul 15 2017",WSN,CIN,3:32,"36,462",1,0
93,"Sunday, Jul 16 2017",WSN,CIN,3:31,"25,712",0,0
94,"Monday, Jul 17 2017",WSN,CIN,2:58,"17,574",0,0
95,"Tuesday, Jul 18 2017",WSN,LAA,2:57,"43,345",1,0
96,"Wednesday, Jul 19 2017",WSN,LAA,2:47,"41,065",1,0
97,"Friday, Jul 21 2017",WSN,ARI,3:23,"37,858",1,0
98,"Saturday, Jul 22 2017",WSN,ARI,2:56,"39,176",1,0
99,"Sunday, Jul 23 2017",WSN,ARI,3:39,"32,720",0,0
100,"Tuesday, Jul 25 2017",WSN,MIL,3:05,"28,428",1,1
101,"Wednesday, Jul 26 2017",WSN,MIL,2:58,"35,296",1,1
102,"Thursday, Jul 27 2017",WSN,MIL,3:14,"32,118",0,1
103,"Saturday, Jul 29 2017",WSN,COL,2:49,"33,989",1,1
104,"Sunday, Jul 30 (1) 2017",WSN,COL,3:48,"33,248",0,1
105,"Sunday, Jul 30 (2) 2017",WSN,COL,2:31,"32,118",1,1
106,"Monday, Jul 31 2017",WSN,MIA,2:12,"18,962",1,0
108,"Tuesday, Aug 1 2017",WSN,MIA,3:05,"17,742",1,0
109,"Wednesday, Aug 2 2017",WSN,MIA,2:54,"17,890",1,0
110,"Friday, Aug 4 2017",WSN,CHC,2:43,"41,396",0,0
111,"Saturday, Aug 5 2017",WSN,CHC,3:31,"41,857",0,0
112,"Sunday, Aug 6 2017",WSN,CHC,3:06,"41,047",0,0
113,"Monday, Aug 7 2017",WSN,MIA,2:58,"21,799",1,1
114,"Tuesday, Aug 8 2017",WSN,MIA,3:07,"25,406",1,1
115,"Wednesday, Aug 9 2017",WSN,MIA,3:02,"25,951",1,1
116,"Thursday, Aug 10 2017",WSN,MIA,2:51,"23,904",1,1
117,"Saturday, Aug 12 2017",WSN,SFG,3:11,"32,344",1,1
118,"Sunday, Aug 13 (1) 2017",WSN,SFG,3:09,"30,866",0,1
119,"Sunday, Aug 13 (2) 2017",WSN,SFG,3:31,"29,085",1,1
120,"Tuesday, Aug 15 2017",WSN,LAA,2:36,"32,355",1,1
121,"Wednesday, Aug 16 2017",WSN,LAA,2:51,"30,307",0,1
122,"Thursday, Aug 17 2017",WSN,SDP,3:01,"22,097",1,0
123,"Friday, Aug 18 2017",WSN,SDP,2:48,"26,747",1,0
124,"Saturday, Aug 19 2017",WSN,SDP,2:47,"31,590",1,0
125,"Sunday, Aug 20 2017",WSN,SDP,3:23,"29,292",0,0
126,"Tuesday, Aug 22 2017",WSN,HOU,3:05,"23,798",1,0
127,"Wednesday, Aug 23 2017",WSN,HOU,2:48,"23,434",1,0
128,"Thursday, Aug 24 2017",WSN,HOU,3:47,"24,761",1,0
129,"Friday, Aug 25 2017",WSN,NYM,3:08,"34,036",1,1
130,"Saturday, Aug 26 2017",WSN,NYM,3:03,"36,761",0,1
131,"Sunday, Aug 27 (1) 2017",WSN,NYM,3:34,"31,904",0,1
132,"Sunday, Aug 27 (2) 2017",WSN,NYM,3:21,"20,624",1,1
133,"Monday, Aug 28 2017",WSN,MIA,3:06,"20,838",1,1
134,"Tuesday, Aug 29 2017",WSN,MIA,3:11,"25,924",1,1
135,"Wednesday, Aug 30 2017",WSN,MIA,2:36,"25,019",0,1
136,"Thursday, Aug 31 2017",WSN,MIL,2:50,"26,384",1,0
138,"Friday, Sep 1 2017",WSN,MIL,2:39,"40,044",1,0
139,"Saturday, Sep 2 2017",WSN,MIL,3:01,"35,341",1,0
140,"Sunday, Sep 3 2017",WSN,MIL,2:49,"36,937",0,0
141,"Monday, Sep 4 2017",WSN,MIA,3:10,"17,349",1,0
142,"Tuesday, Sep 5 2017",WSN,MIA,2:50,"15,364",1,0
143,"Wednesday, Sep 6 2017",WSN,MIA,3:02,"14,390",1,0
144,"Thursday, Sep 7 2017",WSN,PHI,3:09,"26,267",1,1
145,"Friday, Sep 8 2017",WSN,PHI,3:27,"29,837",1,1
146,"Saturday, Sep 9 2017",WSN,PHI,3:23,"35,694",1,1
147,"Sunday, Sep 10 2017",WSN,PHI,2:16,"32,627",0,1
148,"Tuesday, Sep 12 2017",WSN,ATL,2:57,"22,769",1,1
149,"Wednesday, Sep 13 2017",WSN,ATL,3:08,"24,850",1,1
150,"Thursday, Sep 14 2017",WSN,ATL,2:40,"25,192",1,1
151,"Friday, Sep 15 2017",WSN,LAD,3:09,"37,508",1,1
152,"Saturday, Sep 16 2017",WSN,LAD,2:46,"39,387",0,1
153,"Sunday, Sep 17 2017",WSN,LAD,3:22,"29,155",1,1
154,"Tuesday, Sep 19 2017",WSN,ATL,3:01,"26,709",1,0
155,"Wednesday, Sep 20 2017",WSN,ATL,2:51,"25,054",1,0
156,"Thursday, Sep 21 2017",WSN,ATL,2:18,"32,702",1,0
157,"Friday, Sep 22 2017",WSN,NYM,3:02,"28,095",1,0
158,"Saturday, Sep 23 2017",WSN,NYM,3:38,"34,455",1,0
159,"Sunday, Sep 24 2017",WSN,NYM,3:01,"29,057",0,0
160,"Monday, Sep 25 2017",WSN,PHI,3:04,"17,026",1,0
161,"Tuesday, Sep 26 2017",WSN,PHI,2:59,"16,437",1,0
162,"Wednesday, Sep 27 2017",WSN,PHI,3:53,"17,642",1,0
163,"Thursday, Sep 28 2017",WSN,PIT,3:23,"26,380",1,1
164,"Friday, Sep 29 2017",WSN,PIT,3:06,"36,339",1,1
165,"Saturday, Sep 30 2017",WSN,PIT,2:56,"32,240",1,1
167,"Sunday, Oct 1 2017",WSN,PIT,4:22,"35,652",0,1
0,"Monday, Apr 3 2017",ATL,NYM,3:13,"44,384",0,0
1,"Wednesday, Apr 5 2017",ATL,NYM,3:51,"28,113",1,0
2,"Thursday, Apr 6 2017",ATL,NYM,2:28,"23,100",1,0
3,"Friday, Apr 7 2017",ATL,PIT,3:18,"36,484",0,0
4,"Saturday, Apr 8 2017",ATL,PIT,3:00,"31,756",1,0
5,"Sunday, Apr 9 2017",ATL,PIT,3:14,"22,713",0,0
6,"Tuesday, Apr 11 2017",ATL,MIA,2:54,"36,519",1,0
7,"Wednesday, Apr 12 2017",ATL,MIA,2:51,"16,808",1,0
8,"Friday, Apr 14 2017",ATL,SDP,2:57,"41,149",1,1
9,"Saturday, Apr 15 2017",ATL,SDP,2:20,"41,149",1,1
10,"Sunday, Apr 16 2017",ATL,SDP,2:46,"37,147",0,1
11,"Monday, Apr 17 2017",ATL,SDP,2:48,"24,516",1,1
12,"Tuesday, Apr 18 2017",ATL,WSN,3:09,"21,834",1,1
13,"Wednesday, Apr 19 2017",ATL,WSN,3:32,"22,101",1,1
14,"Thursday, Apr 20 2017",ATL,WSN,2:41,"27,498",1,1
15,"Friday, Apr 21 2017",ATL,PHI,2:38,"24,189",1,0
16,"Saturday, Apr 22 2017",ATL,PHI,3:32,"31,334",1,0
17,"Sunday, Apr 23 2017",ATL,PHI,2:38,"28,632",0,0
18,"Wednesday, Apr 26 2017",ATL,NYM,3:19,"22,819",1,0
19,"Thursday, Apr 27 2017",ATL,NYM,2:56,"23,243",0,0
20,"Friday, Apr 28 2017",ATL,MIL,3:18,"26,453",1,0
21,"Saturday, Apr 29 2017",ATL,MIL,3:06,"30,026",1,0
22,"Sunday, Apr 30 2017",ATL,MIL,2:35,"24,395",0,0
24,"Monday, May 1 2017",ATL,NYM,3:00,"21,668",1,1
25,"Tuesday, May 2 2017",ATL,NYM,2:55,"21,359",1,1
26,"Wednesday, May 3 2017",ATL,NYM,3:34,"22,656",1,1
27,"Friday, May 5 2017",ATL,STL,3:13,"34,465",1,1
28,"Saturday, May 6 2017",ATL,STL,2:59,"40,706",1,1
29,"Sunday, May 7 2017",ATL,STL,4:06,"40,200",0,1
30,"Tuesday, May 9 2017",ATL,HOU,2:41,"28,724",1,0
31,"Wednesday, May 10 2017",ATL,HOU,2:49,"23,676",0,0
32,"Friday, May 12 2017",ATL,MIA,3:11,"20,052",1,0
33,"Saturday, May 13 2017",ATL,MIA,2:49,"26,692",1,0
34,"Sunday, May 14 2017",ATL,MIA,2:27,"17,277",0,0
35,"Monday, May 15 2017",ATL,TOR,3:15,"29,766",1,0
36,"Tuesday, May 16 2017",ATL,TOR,3:07,"34,431",0,0
37,"Wednesday, May 17 2017",ATL,TOR,2:59,"28,293",1,1
38,"Thursday, May 18 2017",ATL,TOR,3:02,"25,419",1,1
39,"Friday, May 19 2017",ATL,WSN,3:32,"35,369",1,1
40,"Saturday, May 20 2017",ATL,WSN,3:20,"37,347",0,1
41,"Sunday, May 21 2017",ATL,WSN,2:50,"32,895",0,1
42,"Monday, May 22 2017",ATL,PIT,3:23,"21,896",1,1
43,"Tuesday, May 23 2017",ATL,PIT,3:03,"25,040",1,1
44,"Wednesday, May 24 2017",ATL,PIT,4:02,"25,981",1,1
45,"Thursday, May 25 2017",ATL,PIT,2:41,"33,713",0,1
46,"Friday, May 26 2017",ATL,SFG,2:40,"41,326",1,0
47,"Saturday, May 27 2017",ATL,SFG,2:31,"41,355",1,0
48,"Sunday, May 28 2017",ATL,SFG,2:29,"42,343",0,0
49,"Monday, May 29 2017",ATL,LAA,2:50,"38,251",1,0
50,"Tuesday, May 30 2017",ATL,LAA,2:47,"32,028",1,0
51,"Wednesday, May 31 2017",ATL,LAA,2:49,"35,795",1,0
53,"Friday, Jun 2 2017",ATL,CIN,3:03,"27,300",1,0
54,"Saturday, Jun 3 2017",ATL,CIN,4:20,"26,485",0,0
55,"Sunday, Jun 4 2017",ATL,CIN,3:23,"26,227",0,0
56,"Monday, Jun 5 2017",ATL,PHI,3:18,"20,942",1,1
57,"Tuesday, Jun 6 2017",ATL,PHI,2:42,"23,489",1,1
58,"Wednesday, Jun 7 2017",ATL,PHI,2:58,"24,185",1,1
59,"Thursday, Jun 8 2017",ATL,PHI,2:40,"25,095",1,1
60,"Friday, Jun 9 2017",ATL,NYM,3:11,"36,791",1,1
61,"Saturday, Jun 10 (1) 2017",ATL,NYM,3:05,"27,684",0,1
62,"Saturday, Jun 10 (2) 2017",ATL,NYM,2:41,"40,174",1,1
63,"Sunday, Jun 11 2017",ATL,NYM,3:01,"30,638",0,1
64,"Monday, Jun 12 2017",ATL,WSN,3:49,"28,909",1,0
65,"Tuesday, Jun 13 2017",ATL,WSN,3:16,"31,762",1,0
66,"Wednesday, Jun 14 2017",ATL,WSN,3:17,"36,227",0,0
67,"Friday, Jun 16 2017",ATL,MIA,2:44,"38,123",1,1
68,"Saturday, Jun 17 2017",ATL,MIA,3:48,"38,661",0,1
69,"Sunday, Jun 18 2017",ATL,MIA,2:53,"36,912",0,1
70,"Monday, Jun 19 2017",ATL,SFG,2:46,"24,723",1,1
71,"Tuesday, Jun 20 2017",ATL,SFG,2:56,"23,823",1,1
72,"Wednesday, Jun 21 2017",ATL,SFG,3:16,"25,771",1,1
73,"Thursday, Jun 22 2017",ATL,SFG,3:37,"25,521",1,1
74,"Friday, Jun 23 2017",ATL,MIL,3:18,"30,521",1,1
75,"Saturday, Jun 24 2017",ATL,MIL,2:57,"38,463",0,1
76,"Sunday, Jun 25 2017",ATL,MIL,3:01,"31,634",0,1
77,"Tuesday, Jun 27 2017",ATL,SDP,2:45,"20,667",1,0
78,"Wednesday, Jun 28 2017",ATL,SDP,2:55,"19,312",1,0
79,"Thursday, Jun 29 2017",ATL,SDP,2:40,"20,936",1,0
80,"Friday, Jun 30 2017",ATL,OAK,2:45,"19,286",1,0
82,"Saturday, Jul 1 2017",ATL,OAK,3:16,"22,230",0,0
83,"Sunday, Jul 2 2017",ATL,OAK,4:11,"18,438",0,0
84,"Tuesday, Jul 4 2017",ATL,HOU,3:39,"41,456",1,1
85,"Wednesday, Jul 5 2017",ATL,HOU,3:21,"37,278",1,1
86,"Thursday, Jul 6 2017",ATL,WSN,3:10,"22,724",1,0
87,"Friday, Jul 7 2017",ATL,WSN,3:28,"32,664",1,0
88,"Saturday, Jul 8 2017",ATL,WSN,3:12,"38,439",0,0
89,"Sunday, Jul 9 2017",ATL,WSN,3:32,"35,030",0,0
90,"Friday, Jul 14 2017",ATL,ARI,3:02,"38,852",1,1
91,"Saturday, Jul 15 2017",ATL,ARI,3:28,"41,627",1,1
92,"Sunday, Jul 16 2017",ATL,ARI,2:47,"36,637",0,1
93,"Monday, Jul 17 2017",ATL,CHC,3:17,"41,256",1,1
